state,StateAbbreviation,StateFIPS,election,year,wave,OVERALLINTEGRITY,PEIIndexp,PEIIndexi,ratingstate,ratingcountry,LAWS,lawsunfair,lawsunfair2,favoredincumbent,favoredincumbent2,citizens,citizens2,laws,lawsi,PROCEDURES,managed,votinginfo,fairofficials,legalelections,procedures,proceduresi,BOUNDARIES,bdiscrim,bdiscrim2,bfavored,bfavored2,bimpartial,boundaries,boundariesi,VOTERREGISTRATION,reglisted,reglisted2,reginaccurate,reginaccurate2,ineligible,ineligible2,votereg,voteregi,PARTYREGISTRATION,oppprevent,oppprevent2,womenopp,minorityopp,leaderselect,leaderselect2,rallies,rallies2,partyreg,partyregi,MEDIACOVERAGE,newspapers,tv,tv2,fairaccess,faircoverage,socialmedia,media,mediai,CAMPAIGNFINANCE,subsidies,donations,accounts,rich,rich2,resources,resources2,finance,financei,VOTINGPROCESS,violence,violence2,fraudulent,fraudulent2,easy,choice,postal,disabled,expats,internet,voting,votingi,VOTECOUNT,secure,delay,faircount,intlmonitors,intlmonitors2,domesticmonitors,domesticmonitors2,count,counti,VOTINGRESULTS,challenged,challenged2,protestspeace,protestspeace2,protestsviolent,protestsviolent2,disputes,results,resultsi,ELECTIONAUTHORITIES,impartial,info,scrutiny,performance,EMBs,EMBsi,GENERALQUESTIONS,familiarity,important,ORGCONFIDENCE,courts,government,parliament,police,electoralauth,BACKGROUND,employment,public,university,nonprofit,agency,private,occupation,agegroup,sex,education,born,lived,rep,candidate,activist,official,monitor,monitorint,ngo,voted,norole,citizen,supported,leftrightscale,partyid,difficulty,VIGNETTES,vignetteA,vignetteB,vignetteC,EXTRA,rigged,rigged2,machinesaccurate,recordssecure,waited,waited2,multiple,multiple2,regrestrictive,regrestrictive2,obsintimidate,obsintimidate2,popularwill,timely,disinformation,disinformation2,hack,hack2,meddle,meddle2,countdispute,countdispute2,illegalvote,illegalvote2,legalcount,votersuppress,votersuppress2,design,candidatethreat,candidatethreat2,sufficient,audit,SUBFIELD,elections,ampol,statepol,comparative,inter,polcomm,theory,publicadmin,publicpol,methods,socio
California,CA,203,USA_06112018_L1,2018,2018,,,81.2755126953125,10,7,,2,4,1,5,2,4,83.3333358764648,83.3333358764648,,4,5,5,5,93.75,93.75,,1,5,1,5,5,100,100,,4,2,1,5,1,5,75,75,,1,5,5,5,1,5,1,5,100,100,,4,,,3,4,,,59,,3,3,4,2,4,,,,62.5,,1,5,1,5,4,3,5,4,,2,,75,,5,4,5,2,4,2,4,85,85,,2,4,1,5,1,5,4,87.5,87.5,,5,5,4,4,87.5,87.5,,8,1,,7,7,7,6,8,,3,0,1,0,0,0,6,7,1,5,0,4,0,0,0,0,0,0,0,1,0,1,1,2,7,8,,9,7,9,,1,5,5,5,,,1,5,1,5,2,4,3,4,,,2,4,2,4,2,4,1,5,5,5,1,5,1,5,4,,,1,0,0,1,0,0,0,0,0,0,0
California,CA,203,USA_06112018_L1,2018,2018,,,53.7244911193848,8,5,,,,3,3,4,2,,41.25,,,5,3,4,,72.5,,5,1,5,1,2,8.33333301544189,8.33333301544189,,4,2,,,2,4,,52.0833320617676,,3,3,2,2,2,4,,,,50.25,,2,4,2,3,3,,,40,,2,2,2,3,3,,,,41.5,,3,3,,,5,4,5,4,,1,,69.21875,,3,4,4,2,4,2,4,70,70,,4,2,2,4,2,4,3,56.25,56.25,,4,4,3,3,62.5,62.5,,8,1,,4,5,5,5,6,,3,0,1,0,0,0,6,3,2,5,0,4,0,0,0,0,0,0,0,1,0,1,1,5,7,9,,9,7,9,,2,4,4,4,5,1,,,2,4,,,3,4,4,2,4,2,4,2,2,4,2,4,4,3,3,2,3,3,4,,,0,1,0,0,0,0,0,0,1,0,0
California,CA,203,USA_06112018_L1,2018,2018,,,73.2397994995117,9,7,,4,2,1,5,1,5,75,75,,4,4,5,5,87.5,87.5,,1,5,1,5,5,100,100,,,,,,,,,60.8333320617676,,2,4,3,3,1,5,1,5,75,75,,3,2,4,4,4,,,64.75,,1,1,1,1,5,1,5,40,40,,1,5,1,5,5,5,5,,5,,,86.71875,,5,3,1,,,,,,58.75,,,,5,1,1,5,4,,61.25,,5,5,5,5,100,100,,5,1,,5,5,5,6,8,,1,0,1,0,0,0,6,5,1,5,1,4,0,0,0,0,0,0,0,1,0,1,1,3,7,10,,6,9,9,,1,5,5,5,5,1,1,5,3,3,1,5,4,4,2,4,1,5,1,5,1,5,1,5,3,1,5,5,1,5,,,,1,0,0,0,0,0,0,0,0,0,0
California,CA,203,USA_06112018_L1,2018,2018,,70.4081649780273,70.4081649780273,10,3,,5,1,5,1,2,4,25,25,,2,4,5,5,75,75,,1,5,1,5,5,100,100,,1,5,5,1,5,1,33.3333320617676,33.3333320617676,,4,2,5,5,1,5,1,5,85,85,,4,4,2,1,4,2,40,40,,4,4,4,5,1,1,5,65,65,,1,5,1,5,4,1,5,5,5,2,75,75,,5,1,5,1,5,1,5,80,80,,1,5,1,5,1,5,5,100,100,,2,5,5,5,81.25,81.25,,8,1,,7,7,4,2,7,,1,0,1,0,0,0,6,4,2,5,0,4,0,0,0,0,0,0,0,1,0,1,1,2,7,8,,9,9,9,,1,5,5,5,5,1,1,5,1,5,1,5,5,1,4,2,1,5,1,5,1,5,1,5,5,1,5,5,1,5,3,2,,1,1,1,0,0,1,0,0,0,0,0
California,CA,203,USA_06112018_L1,2018,2018,,77.0408172607422,77.0408172607422,10,6,,4,2,4,2,2,4,41.6666679382324,41.6666679382324,,4,5,5,5,93.75,93.75,,1,5,1,5,5,100,100,,2,4,2,4,2,4,75,75,,2,4,4,4,2,4,1,5,80,80,,5,1,5,4,5,3,85,85,,2,2,5,4,2,1,5,55,55,,1,5,1,5,4,4,5,5,5,1,81.25,81.25,,4,2,5,3,3,3,3,60,60,,2,4,2,4,1,5,4,81.25,81.25,,5,5,4,5,93.75,93.75,,10,2,,8,8,3,6,7,,1,0,1,0,0,0,6,3,2,5,0,4,0,0,0,0,0,0,0,1,0,1,1,1,7,9,,7,7,9,,1,5,4,4,2,4,1,5,4,2,2,4,5,2,5,1,5,1,5,1,2,4,1,5,4,2,4,4,1,5,4,5,,1,1,1,0,0,1,0,0,0,1,0
California,CA,203,USA_06112018_L1,2018,2018,,48.4693870544434,48.4693870544434,8,3,,4,2,4,2,4,2,25,25,,4,2,4,4,62.5,62.5,,4,2,5,1,1,8.33333301544189,8.33333301544189,,4,2,4,2,4,2,25,25,,2,4,2,2,2,4,2,4,55,55,,2,4,2,1,2,2,20,20,,2,2,2,2,4,2,4,45,45,,2,4,2,4,4,4,4,3,3,2,62.5,62.5,,3,4,4,3,3,3,3,60,60,,4,2,2,4,1,5,4,68.75,68.75,,3,4,4,4,68.75,68.75,,8,1,,5,4,2,4,5,,1,0,1,0,0,0,6,5,1,5,0,4,0,0,0,0,0,0,0,1,0,1,1,4,5,9,,8,2,9,,1,5,2,4,2,4,4,2,5,1,2,4,4,4,5,1,4,2,5,1,4,2,2,4,2,4,2,2,1,5,3,4,,0,1,0,0,0,0,0,0,0,0,0
California,CA,203,USA_06112018_L1,2018,2018,,,66.275505065918,8,2,,4,2,4,2,4,2,25,25,,4,4,5,5,87.5,87.5,,2,4,2,4,4,75,75,,3,3,2,4,3,3,58.3333320617676,58.3333320617676,,4,2,5,5,2,4,3,3,70,70,,4,,,,4,,,61.5,,3,4,4,3,3,,,,63,,2,4,2,4,4,4,4,,,2,,70.78125,,4,2,4,,,,,,66.75,,4,2,2,4,2,4,,,62.5,,4,4,4,4,75,75,,7,4,,7,7,4,2,7,,1,0,1,0,0,0,6,5,1,5,0,4,0,0,0,0,0,0,0,1,0,1,1,4,5,8,,6,6,6,,2,4,4,4,3,3,2,4,2,4,2,4,5,2,4,2,2,4,,,4,2,2,4,4,2,4,4,2,4,,4,,1,1,1,0,0,0,0,0,0,0,0
California,CA,203,USA_06112018_L1,2018,2018,,,71.9897994995117,10,8,,5,1,3,3,4,2,25,25,,5,5,5,5,100,100,,2,4,1,5,5,91.6666641235352,91.6666641235352,,5,1,4,2,4,2,16.6666660308838,16.6666660308838,,,,5,4,2,4,1,5,,86.5,,4,2,4,3,4,4,70,70,,5,4,3,2,4,3,3,70,70,,2,4,2,4,2,3,5,5,4,1,62.5,62.5,,4,2,5,,,,,,74,,4,2,1,5,1,5,5,81.25,81.25,,5,5,5,5,100,100,,9,1,,7,6,7,6,9,,1,0,1,0,0,0,6,3,1,5,1,5,0,0,0,0,0,0,0,1,0,1,1,3,7,7,,3,6,9,,1,5,4,5,4,2,1,5,3,3,2,4,5,4,4,2,3,3,,,4,2,1,5,5,1,5,,1,5,,5,,1,1,1,0,0,0,0,0,0,1,0
California,CA,203,USA_06112018_L1,2018,2018,,,61.7091827392578,8,7,,5,1,5,1,,,,21.25,,,4,4,4,,75.9375,,,,,,,,33.3333358764648,,,,,,,,,64.5833358764648,,,,,,,,,,,79.25,,1,5,1,,1,,,21.75,,,,,,,,,,61.75,,,,,,4,,4,,4,2,,70,,4,4,4,,,2,4,,77.75,,2,4,2,4,2,4,4,75,75,,4,4,4,4,75,75,,7,1,,7,6,6,6,8,,1,0,1,0,0,0,6,2,1,5,0,3,0,0,0,0,0,0,0,1,0,1,1,5,5,9,,7,7,7,,1,5,4,4,,,,,3,3,2,4,4,5,2,4,2,4,1,5,1,5,1,5,5,1,5,5,2,4,4,2,,0,0,0,1,1,0,1,0,0,0,1
California,CA,203,USA_06112018_L1,2018,2018,,,67.3469390869141,9,5,,3,3,4,2,1,5,58.3333320617676,58.3333320617676,,4,4,4,4,75,75,,2,4,4,2,3,50,50,,3,3,2,4,2,4,66.6666641235352,66.6666641235352,,1,5,2,2,2,4,1,5,65,65,,5,2,4,4,5,1,70,70,,,,2,2,4,,,,54.75,,2,4,2,4,4,4,4,,4,,,68.90625,,4,4,4,1,5,1,5,85,85,,2,4,2,4,2,4,4,75,75,,2,4,4,4,62.5,62.5,,10,6,,6,6,6,4,6,,2,1,1,0,0,1,6,4,2,5,1,4,0,0,0,0,0,0,0,0,1,1,4,3,7,10,,7,8,9,,1,5,4,3,2,4,1,5,5,1,2,4,5,4,5,1,,,3,3,2,4,1,5,4,3,3,4,2,4,3,,,1,1,1,0,0,1,0,0,0,0,0
California,CA,203,USA_06112018_L1,2018,2018,,,75.8163299560547,10,9,,1,5,4,2,1,5,75,75,,5,5,5,5,100,100,,4,2,4,2,2,25,25,,5,1,1,5,1,5,66.6666641235352,66.6666641235352,,1,5,5,4,,,1,5,,91.25,,,,,,,1,,57.75,,,,,5,1,3,3,,54.25,,1,5,3,3,5,5,5,,5,1,,78.59375,,5,5,5,5,1,1,5,80,80,,,,1,5,1,5,5,,92.5,,5,5,5,5,100,100,,8,1,,9,9,4,5,9,,1,0,1,0,0,0,6,2,1,5,0,2,0,0,0,0,0,0,0,1,0,1,1,8,7,7,,7,9,9,,1,5,5,5,4,2,1,5,1,5,1,5,5,5,3,3,1,5,1,5,1,5,1,5,5,1,5,5,1,5,5,5,,0,0,0,1,0,0,0,1,1,0,0
California,CA,203,USA_06112018_L1,2018,2018,,,66.4540786743164,10,6,,3,3,2,4,2,4,66.6666641235352,66.6666641235352,,4,4,4,4,75,75,,2,4,,,4,,57.0833320617676,,4,2,,,2,4,,50.8333320617676,,2,4,4,4,2,4,2,4,75,75,,4,,,,4,,,61.5,,4,2,4,2,4,4,2,55,55,,2,4,2,4,4,4,4,4,4,2,68.75,68.75,,4,4,4,4,2,2,4,65,65,,2,4,2,4,2,4,4,75,75,,4,4,4,4,75,75,,8,2,,7,0,5,3,6,,1,0,1,0,0,0,6,4,2,5,0,4,0,0,0,0,0,0,0,1,0,1,1,2,7,9,,5,6,9,,1,5,4,4,4,2,1,5,2,4,1,5,4,4,4,2,2,4,2,4,2,4,1,5,4,2,4,2,2,4,4,,,0,0,0,1,1,0,0,0,0,0,0
California,CA,203,USA_06112018_L1,2018,2018,,,64.4387741088867,9,6,,4,2,5,1,2,4,33.3333320617676,33.3333320617676,,4,4,4,4,75,75,,,,,,,,27.9166660308838,,,,,,,,,52.9166641235352,,2,4,5,3,2,4,1,5,80,80,,4,3,3,4,4,,,64.5,,3,2,4,2,4,,,,57.25,,2,4,,,4,4,4,4,4,,,69.53125,,4,4,4,2,4,2,4,75,75,,2,4,4,2,1,5,4,68.75,68.75,,4,4,4,4,75,75,,8,1,,8,8,7,6,7,,3,0,1,0,0,0,6,6,1,5,1,4,0,0,0,0,0,0,0,1,0,1,1,2,7,9,,7,8,9,,1,5,5,5,5,1,1,5,3,3,2,4,5,5,4,2,2,4,,,2,4,1,5,5,1,5,4,1,5,5,5,,0,1,1,0,0,0,0,0,0,1,0
California,CA,203,USA_06112018_L1,2018,2018,,,75.7397918701172,9,7,,2,4,4,2,1,5,66.6666641235352,66.6666641235352,,5,5,5,5,100,100,,4,2,4,2,3,33.3333320617676,33.3333320617676,,,,1,5,1,5,,76.6666641235352,,1,5,1,1,2,4,1,5,55,55,,5,3,3,5,5,,,77.5,,5,5,5,3,3,,,,82.5,,5,1,2,4,5,4,5,4,5,1,65.625,65.625,,5,4,5,,,,,,86.25,,2,4,2,4,1,5,5,87.5,87.5,,5,5,5,5,100,100,,8,2,,8,8,8,7,8,,1,0,1,0,0,0,6,5,1,5,1,4,0,0,0,0,0,0,0,1,0,1,1,3,7,9,,6,7,8,,1,5,5,5,2,4,5,1,2,4,1,5,5,4,4,2,1,5,2,4,2,4,1,5,5,1,5,4,1,5,5,5,,0,0,0,1,1,0,0,0,0,0,0
California,CA,203,USA_06112018_L1,2018,2018,,,71.3010177612305,9,8,,2,4,1,5,2,4,83.3333358764648,83.3333358764648,,5,4,4,5,87.5,87.5,,3,3,4,2,3,41.6666679382324,41.6666679382324,,5,1,2,4,2,4,50,50,,3,3,4,4,2,4,1,5,75,75,,4,2,4,4,4,1,60,60,,,4,3,4,2,1,5,,58.25,,2,4,3,3,5,3,5,5,5,2,75,75,,4,4,4,,,,,,80.5,,3,3,2,4,1,5,5,81.25,81.25,,5,4,4,4,81.25,81.25,,8,1,,8,7,7,6,8,,1,0,0,0,0,1,5,2,1,5,1,4,0,0,0,0,0,0,0,1,0,1,1,3,6,6,,8,0,6,,1,5,5,5,3,3,1,5,1,5,2,4,4,4,4,2,2,4,3,3,4,2,1,5,4,1,5,4,2,4,,,,1,1,0,0,0,0,0,0,0,1,0
California,CA,203,USA_06112018_L1,2018,2018,,,74.1836700439453,9,7,,4,2,2,4,2,4,58.3333320617676,58.3333320617676,,4,4,5,5,87.5,87.5,,4,2,3,3,4,50,50,,,,,,,,,57.0833358764648,,1,5,3,4,1,5,1,5,85,85,,4,2,4,4,4,,,68.25,,2,2,3,4,2,,,,38.75,,1,5,1,5,4,4,5,4,4,2,78.125,78.125,,5,5,5,,,2,4,,90.75,,2,4,1,5,1,5,4,87.5,87.5,,5,5,5,5,100,100,,5,2,,6,7,6,5,7,,2,0,1,0,0,0,6,1,1,5,0,3,0,0,0,0,0,0,0,1,0,1,1,3,7,7,,5,7,9,,1,5,5,4,3,3,1,5,1,5,1,5,5,4,4,2,2,4,3,3,2,4,1,5,5,2,4,5,1,5,4,,,1,0,0,1,1,0,0,0,0,0,0
California,CA,203,USA_06112018_L1,2018,2018,,,67.9846954345703,7,4,,4,2,3,3,4,2,33.3333320617676,33.3333320617676,,4,4,4,4,75,75,,3,3,3,3,4,58.3333320617676,58.3333320617676,,2,4,2,4,2,4,75,75,,5,1,4,4,2,4,2,4,60,60,,4,2,4,4,4,3,70,70,,2,4,4,2,4,3,3,60,60,,1,5,2,4,4,4,5,4,4,2,75,75,,4,4,4,2,4,,,,76.25,,3,3,2,4,1,5,4,75,75,,4,4,4,4,75,75,,8,2,,6,5,4,5,6,,3,0,1,0,0,0,6,6,1,5,0,4,0,0,0,0,0,0,0,1,0,1,1,3,7,9,,7,7,8,,2,4,4,4,3,3,2,4,2,4,2,4,4,4,3,3,3,3,3,3,2,4,1,5,4,2,4,4,1,5,3,4,,1,1,0,0,0,0,0,0,0,0,0
California,CA,203,USA_06112018_L1,2018,2018,,,77.2193908691406,10,9,,1,5,1,5,1,5,100,100,,4,5,5,5,93.75,93.75,,2,4,4,2,3,50,50,,5,1,5,1,,,,20,,1,5,5,5,2,4,1,5,95,95,,4,2,4,5,5,2,75,75,,,4,4,1,5,,,,73,,1,5,1,5,3,4,5,5,5,,,79.375,,5,1,5,,,1,5,,75.75,,4,2,,,,,5,,73.75,,5,5,5,4,93.75,93.75,,10,1,,8,7,6,5,9,,1,1,1,1,0,0,6,3,1,5,0,4,0,1,0,0,0,0,0,1,0,1,1,5,6,9,,1,8,4,,1,5,5,5,3,3,1,5,3,3,1,5,5,1,2,4,1,5,1,5,4,2,1,5,5,1,5,4,1,5,5,5,,1,1,1,0,0,0,0,0,1,0,0
California,CA,203,USA_06112018_L1,2018,2018,,,,9,8,,,,2,4,2,4,,100,,4,4,4,4,75,75,,,,3,3,4,,100,,,,,,,,,100,,2,4,4,4,2,4,2,4,75,75,,3,3,3,3,3,,,100,,,3,3,2,4,,,,100,,,,,,4,3,4,,4,2,,100,,4,4,4,,,,,,100,,,,2,4,2,4,4,,100,,4,4,4,4,75,75,,6,,,,,,,,,1,1,1,0,0,0,6,2,1,5,0,4,0,0,0,0,0,0,0,1,0,1,1,,6,4,,3,5,8,,2,4,4,,,,,,2,4,,,3,4,4,2,4,2,,,,,2,4,,2,4,4,,,,,,1,1,0,0,0,0,0,0,0,1,0
California,CA,203,USA_06112018_L1,2018,2018,,,76.4030609130859,9,7,,2,4,1,5,1,5,91.6666641235352,91.6666641235352,,4,4,5,5,87.5,87.5,,3,3,4,2,,,33.75,,,,,,,,,54.1666679382324,,2,4,5,5,2,4,1,5,90,90,,,,,4,4,1,,54.25,,,4,4,1,5,2,4,,74.75,,1,5,1,5,4,4,4,4,,1,,71.71875,,5,4,5,2,4,2,4,85,85,,2,4,1,5,1,5,5,93.75,93.75,,5,5,,5,,96.5625,,9,2,,8,8,6,5,8,,4,0,1,0,0,0,6,7,1,5,1,4,0,0,0,0,0,0,0,1,0,1,1,4,5,8,,7,7,8,,1,5,5,5,,,,,,,1,5,4,4,,,,,2,4,2,4,1,5,5,1,5,5,1,5,,,,1,1,0,0,0,0,0,0,0,1,0
California,CA,203,USA_06112018_L1,2018,2018,,,53.8010177612305,6,4,,4,2,5,1,2,4,33.3333320617676,33.3333320617676,,4,4,4,4,75,75,,5,1,5,1,2,8.33333301544189,8.33333301544189,,4,2,4,2,,,,44.5833320617676,,,,4,4,2,4,,,,76.25,,2,4,2,2,2,4,35,35,,,4,2,4,2,,,,46.25,,2,4,2,4,4,4,4,,4,,,67.5,,2,1,4,2,4,2,4,50,50,,4,2,2,4,2,4,2,50,50,,4,4,4,4,75,75,,8,4,,7,6,,2,5,,1,0,1,0,0,0,6,2,2,5,1,5,0,0,0,0,0,0,0,1,0,1,1,3,7,8,,7,2,5,,2,4,4,4,4,2,2,4,4,2,,,4,4,2,4,2,4,2,4,4,2,2,4,4,3,3,4,2,4,2,4,,0,1,0,0,0,0,0,0,0,0,0
California,CA,203,USA_06112018_L1,2018,2018,,,62.5255126953125,9,5,,3,3,3,3,3,3,50,50,,4,4,4,4,75,75,,3,3,3,3,3,50,50,,,,,,,,,56.2500038146973,,,,4,3,,,,,,72,,4,3,3,3,4,1,50,50,,,,2,4,2,,,,43.75,,,,2,4,4,4,4,,,1,,67.03125,,,4,,,,,,,76,,2,4,3,3,2,4,4,68.75,68.75,,4,4,3,4,68.75,68.75,,10,1,,7,7,7,4,5,,1,0,1,0,0,0,6,4,1,5,1,4,0,0,0,0,0,0,0,1,0,1,1,3,7,10,,8,9,9,,1,5,4,4,,,1,5,4,2,2,4,4,4,4,2,4,2,2,4,1,5,1,5,4,2,4,3,2,4,,,,0,0,0,1,0,0,0,0,0,0,0
California,CA,203,USA_06112018_L1,2018,2018,,,66.0459136962891,8,5,,3,3,4,2,1,5,58.3333320617676,58.3333320617676,,5,5,,,,88.4375,,4,2,2,4,,,40,,,,,,,,,57.9166641235352,,,,4,4,2,4,,,,77,,,,,,,,,54.75,,,,,,,,,,50,,,,,,4,2,5,,5,1,,65.625,,,4,,,,,,,73.25,,4,2,1,5,1,5,,,75.9375,,,5,,,,77.5,,7,1,,7,7,,4,7,,1,0,1,0,0,0,6,4,2,5,0,4,0,0,0,0,0,0,0,1,0,1,1,2,7,8,,9,5,8,,1,5,,,,,,,2,4,,,4,4,,,,,,,,,,,,2,4,4,,,,,,0,1,0,0,0,0,0,0,0,0,0
California,CA,203,USA_06112018_L1,2018,2018,,,79.8979644775391,9,6,,4,2,5,1,1,5,41.6666679382324,41.6666679382324,,5,5,5,5,100,100,,2,4,2,4,2,58.3333320617676,58.3333320617676,,,,,,,,,52.0833320617676,,1,5,5,5,1,5,1,5,100,100,,4,2,4,4,4,4,75,75,,,4,4,2,4,,,,64.5,,1,5,1,5,5,5,5,5,5,1,87.5,87.5,,,5,5,1,5,1,5,,92.25,,1,5,1,5,1,5,1,75,75,,5,5,5,5,100,100,,10,2,,9,9,9,6,9,,1,0,1,0,0,0,6,5,2,5,1,5,0,0,0,0,0,0,0,1,0,1,1,1,7,10,,9,9,9,,1,5,,5,4,2,1,5,1,5,1,5,5,5,2,4,1,5,1,5,1,5,1,5,5,1,5,5,1,5,5,,,0,1,1,0,0,0,1,0,0,0,0
California,CA,203,USA_06112018_L1,2018,2018,,,63.5714302062988,8,7,,5,1,4,2,1,5,41.6666679382324,41.6666679382324,,4,5,4,4,81.25,81.25,,2,4,4,2,3,50,50,,2,4,1,5,4,2,66.6666641235352,66.6666641235352,,2,4,5,5,1,5,1,5,95,95,,2,5,1,2,2,1,15,15,,4,4,2,2,4,5,1,50,50,,1,5,3,3,4,2,5,4,4,,,64.375,,5,2,4,,,,,,70,,1,5,1,5,1,5,4,93.75,93.75,,4,4,3,4,68.75,68.75,,8,1,,6,4,4,5,6,,1,0,1,0,0,0,6,6,1,5,0,4,0,0,0,0,0,0,0,1,0,1,1,6,5,9,,1,5,7,,1,5,5,5,3,3,3,3,1,5,1,5,5,2,4,2,2,4,1,5,2,4,2,4,4,1,5,4,2,4,5,4,,1,1,1,0,0,1,0,0,0,0,0
California,CA,203,USA_06112018_L1,2018,2018,,,65.6377487182617,7,6,,2,4,,,,,,53.3333358764648,,4,4,,,,77.5,,,,4,2,,,40.8333320617676,,,,,,,,,48.75,,2,4,4,,,,,,,74.75,,4,2,4,,4,,,64.5,,,,,3,3,,,,53.5,,2,4,,,4,4,4,,,2,,69.21875,,4,4,4,2,4,2,4,75,75,,2,4,2,4,2,4,4,75,75,,,4,,4,,71.25,,7,2,,8,6,6,6,7,,3,0,1,1,0,1,3,3,2,5,1,4,0,0,0,0,0,0,0,1,0,1,1,4,5,6,,6,3,7,,2,4,4,,2,4,2,4,2,4,2,4,4,4,4,2,,,,,2,4,2,4,,2,4,4,,,4,,,1,0,0,1,1,0,0,0,0,0,0
California,CA,203,USA_06112018_L1,2018,2018,,,60.1530570983887,7,6,,5,1,5,1,2,4,25,25,,4,5,5,5,93.75,93.75,,4,2,3,3,2,33.3333320617676,33.3333320617676,,4,2,3,3,3,3,41.6666679382324,41.6666679382324,,4,2,4,4,1,5,3,3,65,65,,4,4,2,4,4,2,55,55,,4,4,2,2,4,3,3,60,60,,1,5,2,4,4,1,5,4,4,1,62.5,62.5,,4,1,4,,,2,4,,59.5,,4,2,2,4,1,5,5,75,75,,4,5,4,2,68.75,68.75,,10,1,,7,6,,4,4,,1,1,1,0,0,0,6,5,1,5,0,4,0,0,0,0,0,0,0,1,0,1,2,6,3,10,,6,8,9,,1,5,5,4,5,1,,,1,5,,,2,1,5,1,4,2,,,4,2,1,5,4,2,4,5,,,4,,,0,1,0,0,0,1,0,0,1,0,0
California,CA,203,USA_06112018_L1,2018,2018,,,30.9183673858643,2,8,,5,1,3,3,5,1,16.6666660308838,16.6666660308838,,1,1,2,3,18.75,18.75,,3,3,3,3,4,58.3333320617676,58.3333320617676,,3,3,5,1,5,1,16.6666660308838,16.6666660308838,,4,2,4,3,,,3,3,,53,,1,5,1,1,1,1,0,0,,1,1,1,5,1,3,3,10,10,,3,3,5,1,5,4,4,4,4,1,56.25,56.25,,3,1,1,3,3,3,3,30,30,,1,5,3,3,3,3,1,50,50,,1,3,1,1,12.5,12.5,,8,4,,1,1,0,5,3,,1,0,1,0,0,0,6,2,1,5,1,5,0,0,0,0,0,0,0,1,0,1,6,5,4,10,,7,9,0,,5,1,3,2,3,3,4,2,3,3,3,3,1,1,,,5,1,,,3,3,4,2,,,,5,2,4,4,1,,1,1,1,1,1,0,1,0,1,0,0
California,CA,203,USA_06112018_L1,2018,2018,,,,3,6,,4,2,5,1,3,3,25,25,,2,4,,,,100,,4,2,4,2,2,25,25,,,,4,2,5,1,,100,,4,2,5,5,1,5,2,4,80,80,,2,4,2,4,2,4,45,45,,4,4,4,2,4,,,,100,,,,4,2,4,4,4,4,4,,,100,,,1,,,,,,,100,,,,2,4,1,5,,,100,,1,4,,2,,100,,8,1,,5,2,2,5,2,,1,0,1,0,0,0,6,1,2,5,0,4,0,0,0,0,0,0,0,1,0,1,6,,4,8,,2,1,6,,3,3,4,4,,,4,2,1,5,2,4,2,1,3,3,,,2,4,4,2,4,2,,2,4,4,,,,,,1,1,0,1,0,0,0,0,0,0,0
California,CA,203,USA_06112018_L1,2018,2018,,,80.8418350219727,9,6,,2,4,2,4,1,5,83.3333358764648,83.3333358764648,,5,5,5,5,100,100,,1,5,1,5,5,100,100,,,,,,,,,64.5833282470703,,1,5,4,4,1,5,1,5,90,90,,4,,,4,4,2,,63,,,3,4,4,2,1,5,,57.5,,1,5,2,4,4,4,5,5,5,1,78.125,78.125,,5,5,5,,,1,5,,93,,4,2,2,4,1,5,5,75,75,,5,5,4,5,93.75,93.75,,9,3,,8,7,7,6,8,,1,0,1,0,0,0,6,5,1,5,0,4,0,0,0,0,0,0,0,0,1,1,4,3,6,9,,7,8,9,,1,5,1,1,2,4,1,5,1,5,1,5,1,1,,,2,4,2,4,4,2,1,5,5,1,5,4,1,5,5,5,,1,1,0,0,0,0,0,0,1,0,0
California,CA,203,USA_06112018_L1,2018,2018,,,87.4744873046875,10,10,,4,2,2,4,1,5,66.6666641235352,66.6666641235352,,5,5,5,5,100,100,,2,4,2,4,4,75,75,,2,4,2,4,1,5,83.3333358764648,83.3333358764648,,1,5,5,5,1,5,1,5,100,100,,4,1,5,4,4,,,73.75,,4,5,4,2,4,1,5,85,85,,1,5,1,5,5,5,5,5,5,2,90.625,90.625,,5,4,5,,,,,,83.5,,2,4,1,5,1,5,5,93.75,93.75,,5,5,5,5,100,100,,8,4,,7,7,7,5,8,,1,0,1,0,0,0,6,3,2,5,0,3,0,0,0,0,0,0,0,0,1,0,7,4,,10,,4,9,9,,1,5,5,5,4,2,1,5,5,1,2,4,5,5,2,4,2,4,2,4,2,4,1,5,5,1,5,5,1,5,5,4,,1,1,0,1,0,0,0,0,0,0,0
